title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Mexico is on the verge of breaking asylum records due to massive arrival of Cubans,Carlos Eire,2023-09-17 22:00:00,full,https://babalublog.com/2023/09/17/mexico-is-on-the-verge-of-breaking-asylum-records-due-to-massive-arrival-of-cubans/,babalublog.com,From our Bureau of Weaponized Migrations with some assistance from our Bureau of Black Holes That Swallow Migrants A Cuban migrant currently stuck in Mexico said this past week that staying in the…,"From our Bureau of Weaponized Migrations 
with some assistance from our
 Bureau of Black Holes That Swallow Migrants
 
A Cuban migrant currently stuck in Mexico said this past week that staying in the Mexican city of Tapachula was like 'entering a black hole that swallows migrants.' See story below.
 
An unstoppable wave of Cubans keep entering Mexico, hoping to be granted asylum in the U.S. Many of these Cubans get to Mexico by flying to Nicaragua. Others get there by trekking much longer distances from Venezuela or Colombia, crossing the treacherous Darien Gap in Panama.",babalublog.com,208306,news,US,en,Carlos Eire,https://babalublog.com/wpr/wp-content/uploads/2023/09/urlhttp3A2F2Ftv-azteca-brightspot.s3.amazonaws.com2Fd72Fc92F86ebac484a189b6b41bf3de28e192Festados-unidos-migracion-cubana.jpg,False,,39.17467,f242e1cbd38b01671f81390ea4aff26a
"More refugees to come from Latin America, Caribbean under Biden's new 125,000 refugee cap",WOKVNews,2023-09-29 13:21:00,full,https://headtopics.com/us/more-refugees-to-come-from-latin-america-caribbean-under-biden-s-new-125-000-refugee-cap-45584651,headtopics.com,"As the number of migrants coming to the U.S.'s southern border is climbing, the Biden administration aims to admit more refugees from Latin America and the Caribbean over the next year","As the number of migrants coming to the U.S.'s southern border is climbing, the Biden administration aims to admit more refugees from Latin America and the Caribbean over the next year The White House Friday released the targets for how many refugees it aims to admit over the next fiscal year starting October 1 and from what regions of the world.
But in a significant shift, the administration said it aims to admit 35,000 to 50,000 refugees from Latin America and the Caribbean compared to this year's goal of 15,000.",headtopics.com,25702,news,US,en,WOKVNews,https://i.headtopics.com/images/2023/9/29/wokvnews/more-refugees-to-come-from-latin-america-caribbean-more-refugees-to-come-from-latin-america-caribbean-D2C730834C6ADDFB3BD9FEA7ABD76611.webp,False,@headtopicscom,39.170048,f7a74ba8cf881cde794754d9f858e7b0
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",,2023-09-29 03:07:21,full,https://www.chron.com/news/world/article/186-000-migrants-and-refugees-arrived-in-southern-18395864.php,chron.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe...","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",chron.com,582,news,US,en,,https://s.hdnux.com/photos/01/34/02/66/24128920/5/rawImage.jpg,False,,39.152626,fd3eff7d9e2dbfecf72096566276f4c5
186.000 migrants and refugees arrived in southern Europe so far ...,Associated Press,2023-09-29 03:07:52,full,https://www.washingtonpost.com/world/2023/09/28/united-nations-migrants-italy-refugees-europe/609fea1a-5e75-11ee-b961-94e18b27be28_story.html,washingtonpost.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy","Share Comment on this story Comment

UNITED NATIONS — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",washingtonpost.com,83,news,US,en,Associated Press,https://www.washingtonpost.com/resizer/2CjPNwqvXHPS_2RpuRTKY-p3eVo=/1484x0/www.washingtonpost.com/pb/resources/img/twp-social-share.png,False,@WashingtonPost,39.14833,82ce62c4a6fd38562d2434f22dd712e7
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated,2023-09-29 03:10:05,full,https://www.dailymail.co.uk/wires/ap/article-12573827/186-000-migrants-refugees-arrived-southern-Europe-far-year-Italy-UN-says.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,dailymail.co.uk,"UNITED NATIONS (AP) - The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast...","UNITED NATIONS (AP) - The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",dailymail.co.uk,127,news,GB,en,"Associated,Associated Press",https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png,False,,39.147545,b07d083987cf6419f5b253afcfd2d686
West can protect real asylum seekers but need to send home migrant cheats,Tim Newark,2023-09-26 21:01:00,full,https://www.express.co.uk/comment/expresscomment/1817049/migrant-crisis-suella-braverman-tim-newark,express.co.uk,"Economic migrants jumping the queue of legal migration, they are not fleeing persecution and should not get refugee status, writes Tim Newark","Channel chaos...another small boat heading to Dover 
(Image: Getty)
The vast majority of young men crossing the English Channel are not refugees but economic migrants jumping the queue of legal migration – everyone can see that except the lefty activists defending them – and Home Secretary Suella Braverman was right to point out that fact in a speech in Washington DC yesterday. They are not fleeing persecution and should not get refugee status.
With as many as 780 million people eligible to claim asylum under current UN rules, Suella rightly says their Refugee Convention is far too lax in its definition of a refugee, allowing millions of economic migrants to push through our frontiers, denying other legal immigrants their turn and making millions for people-trafficking gangsters.",express.co.uk,555,news,GB,en,Tim Newark,https://cdn.images.express.co.uk/img/dynamic/41/1200x712/4979761.jpg?r=1695745314827,False,,39.14004,ab7e563becb92492d2c4e033844e4a5b
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",associatedpress,2023-09-29 03:07:21,full,https://live-abc17news.pantheonsite.io/ap-national/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,pantheonsite.io,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",abc17news.com,1469,news,IO,en,associatedpress,https://abc17news.b-cdn.net/abc17news.com/2023/08/kmiz-860x484.webp,False,,39.115856,064763e643c4900ccbdf561dc9e1f806
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",,2023-09-29 03:07:21,full,https://www.houstonchronicle.com/news/world/article/186-000-migrants-and-refugees-arrived-in-southern-18395864.php,houstonchronicle.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe...","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",houstonchronicle.com,2108,news,US,en,,https://s.hdnux.com/photos/01/31/04/76/23351227/5/rawImage.jpg,False,,39.11324,d8af87f0fc78f57fa15060520a85e761
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",WRAL,2023-09-29 03:08:13,full,https://www.wral.com/story/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/21072560/,wral.com,"UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.Between January and Sept.…","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",wral.com,2925,news,US,en,WRAL,https://wwwcache.wral.com/presentation/v3/images/content/social/open_graph/wral_newcom_1920x1080.jpg,False,@wral,39.099743,218dc71b0d77caa09946aab568a69545
"Pakistan's Behaviour Against Afghan Refugees is Unacceptable, Says Taliban",Rohit,2023-10-04 09:54:44,full,https://www.news18.com/world/pakistans-behaviour-against-afghan-refugees-is-unacceptable-says-taliban-8602671.html,news18.com,"Taliban condemns Pakistan's decision to expel Afghan refugees, citing it as unacceptable. Tensions rise amid a major crackdown on migrants","A day after Pakistan announced a major crackdown on illegal migrants in the country, the Taliban on Wednesday denounced the decision to expel refugees as unacceptable. Taking to social media platform X, a Taliban spokesperson said as long as the refugees don't leave the country voluntarily, Pakistan should 'tolerate them.'
On Tuesday, Pakistan's interim government said it would expel all refugees, including an estimated 1.7 million from Afghanistan. Islamabad said the crackdown, starting next month, was not aimed at anyone in particular and would apply to all nationalities.",news18.com,2238,world,IN,en,Rohit,https://images.news18.com/ibnlive/uploads/2023/10/untitled-design-2023-10-39ce1caad1430dbe3e32523b1b258e36-16x9.png?impolicy=website&width=1200&height=675,False,@cnnnews18,39.073532,1acd909aee5045220cc5cc14656d0a3c
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 03:07:21,full,https://krdo.com/news/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,krdo.com,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",krdo.com,14715,news,US,en,Associated Press,https://krdo.b-cdn.net/2019/11/cropped-krdo-logo-32x32.png,False,,39.065052,3d7c94d3bcc2b7e948848f431d7b1d9b
Germany says it will keep taking in migrants from Italy after all,Saltwire Network,2023-09-16 04:03:00,full,https://headtopics.com/ca/germany-says-it-will-keep-taking-in-migrants-from-italy-after-all-44474771,headtopics.com,"FRANKFURT (Reuters) - Germany has decided to keep taking in migrants and refugees arriving in Italy, the interior minister said late on Friday, two ...","FRANKFURT (Reuters) - Germany has decided to keep taking in migrants and refugees arriving in Italy, the interior minister said late on Friday, two ... FRANKFURT (Reuters) - Germany has decided to keep taking in migrants and refugees arriving in Italy, the interior minister said late on Friday, two days after it announced the suspension of a STORY CONTINUES BELOW THESE SALTWIRE VIDEOS Lee's...
FRANKFURT (Reuters) - Germany has decided to keep taking in migrants and refugees arriving in Italy, the interior minister said late on Friday, two days after it announced the suspension of a STORY CONTINUES BELOW THESE SALTWIRE VIDEOS
Lee's impacts to be felt as the storm tracks into Atlantic Canada this weekend | SaltWire Watch on FRANKFURT (Reuters) - Germany has decided to keep taking in migrants and refugees arriving in Italy, the interior minister said late on Friday, two days after it announced the suspension of a voluntary agreement with Rome to receive new arrivals.",headtopics.com,25702,news,US,en,SaltWire Network,https://i.headtopics.com/images/2023/9/16/saltwirenetwork/germany-says-it-will-keep-taking-in-migrants-from--germany-says-it-will-keep-taking-in-migrants-from--CA396FB591B95ED13358DC783D91A4C9.webp,False,@headtopicscom,39.063812,25bd03e674898628e651070cc746c635
"Migrants and refugees Mass in Canada celebrates universality, vibrancy of the Church",Nicholas Elbers,2023-10-07 11:00:00,full,https://www.catholicnewsagency.com/news/255601/migrants-and-refugees-mass-the-universal-church-in-all-her-splendor,catholicnewsagency.com,"A Mass celebrating the annual World Day for Migrants and Refugees was held Sept. 23 in Richmond, British Columbia, showing the vibrancy of the worldwide Church.","In his homily, Father Richard Zanotti said it's essential that migrants and refugees don't get blamed for seeking a life of dignity.
 
'The universality of the Church is made visible by all of you gathered for this Eucharist, many cultures around one table to celebrate God's love for us all,' said the Scalabrinian pastor of St. Ann's, where he works with migrant workers in the Fraser Valley.
 
The Church teaches us that we all have a right to a life of dignity, replete with basic human needs like food, shelter, medical attention, and dignified work, he said.",catholicnewsagency.com,5116,news,US,en,"CNA,Nicholas Elbers",https://www.catholicnewsagency.com/storage/image/wdmr-27.jpg?jpg,False,@cnalive,39.06162,fd5cfb4fe3fb0add349cb18d33311f05
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",,2023-09-29 03:07:21,full,https://apnews.com/article/united-nations-migrants-italy-refugees-europe-2848e6eb77de9f327d3028b8b2a71f8f,apnews.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",apnews.com,353,news,US,en,,https://dims.apnews.com/dims4/default/dcac1a4/2147483647/strip/true/crop/700x394+0+28/resize/1440x810!/quality/90/?url=https%3A%2F%2Fassets.apnews.com%2F90%2F29%2F4e3c1cc7446089a9101a7bdff4c8%2Fdefaultshareimage-copy.png,False,@AP,39.053772,59e79211bc626d2804ad49867eea1acc
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says – KION546",Associated Press,2023-09-29 03:07:21,full,https://live-kion546.pantheonsite.io/ap-national/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,pantheonsite.io,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",kion546.com,1469,news,IO,en,Associated Press,https://kion546.b-cdn.net/2023/08/kion-1-860x484.jpg,False,@KION546,39.03141,a938256ddcf63ee9fbf59b7f2d54232f
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",The Associated Press,2023-09-29 03:08:06,full,https://www.seattletimes.com/nation-world/nation/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,seattletimes.com,"The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",,810,news,US,en,The Associated Press,https://www.seattletimes.com/wp-content/themes/st_refresh/img/st-meta-facebook.png,False,,39.0064,139a9793835808e684f82acd565974b3
Italy's Meloni Invites EU Commission Head To Lampedusa Amid Migration Crisis,,2023-09-16 03:00:00,timezone unknown,https://en.haberler.com/italy-s-meloni-invites-eu-commission-head-to-1873133,haberler.com,"Prime minister says Rome will take extraordinary measure to tackle immigration, urges EU to launch mission to block seaborne migrants.","Prime Minister Giorgia Meloni said Friday she invited EU Commission President Ursula von der Leyen to see first-hand the seriousness of the situation at Lampedusa, the tiny Italian Mediterranean island overwhelmed with migrants.

Meloni said she is hopeful von der Leyen will join her and will accelerate the deployment of the EU resources promised to Tunisia in exchange for blocking migrants' departures from that country.

""President von der Leyen has always been very collaborative. I don't doubt she will be so this time too,"" Meloni said in a video message circulated by her office.",haberler.com,7983,news,TR,en,,https://en.haberler.com/favicon.ico,False,@HaberlerCom,39.002384,0f4db45c9c4c45998e86feabd4ecbb6e
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 03:08:02,full,https://m.startribune.com/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/600308416/,startribune.com,"The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.","UNITED NATIONS — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.

Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",startribune.com,919,news,US,en,Associated Press,https://www.startribune.com/static/img/branding/logos/strib-social-card.png,False,@StarTribune,38.986717,dd8cf8ddec3c1113ddb214889cd9a5c9
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 03:07:21,full,https://ktvz.com/news/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,ktvz.com,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",ktvz.com,10026,news,US,en,Associated Press,https://ktvz.b-cdn.net/2023/08/T6W6K2eT-ktvz-860x484.jpg,False,,38.973263,7164f29d5dbfc2cb238a7997efdd727d
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 03:07:21,full,https://kesq.com/news/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,kesq.com,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",kesq.com,15664,news,US,en,Associated Press,https://kesq.b-cdn.net/2023/08/kesq-860x484.jpg,False,,38.95759,adc9e4bfb8b7ac1bbbd34ce18d52f522
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",Associated Press,2023-09-29 03:07:21,full,https://kvia.com/news/2023/09/28/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,kvia.com,"UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500…","UNITED NATIONS (AP) — The U.N. refugee agency says some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy. Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.N. Security Council.",kvia.com,11647,news,US,en,Associated Press,https://kvia.b-cdn.net/2023/04/thumbnail_KVIA-Masthead.png,False,,38.952843,aa5d83aaf51833b0bbdf5fb7335732d6
"186.000 migrants and refugees arrived in southern Europe so far this year, most in Italy, UN says",The Associated Press,2023-09-29 03:07:20,full,https://www.whec.com/national-world/186-000-migrants-and-refugees-arrived-in-southern-europe-so-far-this-year-most-in-italy-un-says/,whec.com,"UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.","UNITED NATIONS (AP) — The U.N. refugee agency said Thursday that some 186,000 migrants and refugees arrived in southern Europe so far this year, the vast majority in Italy.
Between January and Sept. 24, over 2,500 people seeking to cross the Mediterranean were found dead or are still missing, a significant increase from the 1,680 people who died or were missing during the same period in 2022, Ruven Menikdiwela, director of the New York office of the U.N. High Commissioner for Refugees, told the U.",whec.com,14872,news,US,en,The Associated Press,https://staticcdn.newscyclemobile.com/images/app_1373/branding/1373_icon_1024.png,False,@news10nbc,38.938637,61aaf323f5f314e542d97d64924978b7
Opposition to propose plan for resolving Syrian refugee crisis,Naharnet Newsdesk,2023-10-05 12:15:00,timezone unknown,http://www.naharnet.com/stories/en/300769,naharnet.com,The Lebanese opposition has prepared a plan for resolving the Syrian refugee crisis that is based on two steps: distributing the refugees on Arab countries and halting the work of UNHCR (U.N. refugee…,"by 
Naharnet Newsdesk
 
05 October 2023, 14:04
 
The Lebanese opposition has prepared a plan for resolving the Syrian refugee crisis that is based on two steps: distributing the refugees on Arab countries and halting the work of UNHCR (U.N. refugee agency) in Lebanon, media reports said.
 
UNHCR is 'not only spending money to consolidate the presence of 850,000 refugees registered on its lists, but also on 900,000 unregistered (Syrian) migrants,' the Nidaa al-Watan newspaper reported on Thursday, quoting opposition sources.",naharnet.com,40439,news,LB,en,Naharnet Newsdesk,http://images2.naharnet.com/images/251087/w140.jpg?1668172777,False,,38.938503,1b9fe8a19b79a2eeeb8a1b2e67acf06e
World Day of Migrants and Refugees: Caritas Italy calls for more legal pathways,Vatican News,2023-09-24 06:00:02,full,https://www.vaticannews.va/en/church/news/2023-09/oliviero-forti-caritas-italy-migration.html,vaticannews.va,"As the Church celebrates the 109th World Day of Migrants and Refugees, Oliviero Forti, of Caritas Italy, highlights the need to open more humanitarian ...","By Sr. Nina Benedikta Krapić, VMZ
 
On the World Day of Migrants and Refugees, Oliviero Forti, head of Migration Policies and International Protection at Caritas Italy, spoke to Vatican News about various possibilities and challenges in dealing humanely with the flow of migrants toward Europe.
 
 
As tens of thousands of refugees reach the shores of southern Italy, Caritas Italy is reaching out, not only hosting and accomodating migrants and refugees, but also advocating at European institutions.",© 2017-2023 Dicasterium pro Communicatione,3425,news,IT,en,Vatican News,https://www.vaticannews.va/content/dam/vaticannews/agenzie/images/ansa/2023/09/22/18/1695401911762.jpg/_jcr_content/renditions/cq5dam.thumbnail.cropped.1500.844.jpeg,False,,38.935463,095530f0c031f01e32c3703f4eee9012
World Day of Migrants and Refugees: Caritas Italy calls for more legal pathways,Herald Malaysia Online.,2023-09-25 10:30:00,timezone unknown,https://www.heraldmalaysia.com/news/world-day-of-migrants-and-refugees-caritas-italy-calls-for-more-legal-pathways/72918/1,heraldmalaysia.com,"As the Church celebrates the 109th World Day of Migrants and Refugees, Oliviero Forti, of Caritas Italy, highlights the need to open more humanitarian corridors to help migrants start a better life…","As the Church celebrates the 109th World Day of Migrants and Refugees, Oliviero Forti, of Caritas Italy, highlights the need to open more humanitarian corridors to help migrants start a better life while putting an end to labour exploitation.
 
Sep 25, 2023
 
 
Migrants waiting to be transfered from the island of Lampedusa, southern Italy (ANSA)
 
By Sr. Nina Benedikta Krapi?, VMZ
On the World Day of Migrants and Refugees, Oliviero Forti, head of Migration Policies and International Protection at Caritas Italy, spoke to Vatican News about various possibilities and challenges in dealing humanely with the flow of migrants toward Europe.",heraldmalaysia.com,301976,world,MY,en,Herald Malaysia Online.,https://www.heraldmalaysia.com/uploads/news/2023/9/10565887111695634584.jpg,False,,38.902855,4767fe977b59dff2f5525810aae6d9cc
More than five thousand migrants arrived in Lampedusa within 24 hours.,,2023-09-13 07:58:12,full,https://www.politicallore.com/more-than-five-thousand-migrants-arrived-in-lampedusa-within-24-hours/37478,politicallore.com,"Over the past 24 hours, more than 5 thousand illegal migrants have arrived on the Italian island of Lampedusa; a critical situation has developed at the local refugee reception center. ⠀ According to…","Over the past 24 hours, more than 5 thousand illegal migrants have arrived on the Italian island of Lampedusa; a critical situation has developed at the local refugee reception center.


⠀


According to officials, on Tuesday, about 110 different vessels arrived on the shores of this island in the Mediterranean Sea, bringing 5,112 people to Italian territory. This is an absolute record. The previous peak in the arrival of migrants to Lampedusa was recorded on August 29, when 2,172 refugees landed on the island in one day.",politicallore.com,948582,news,TH,en,,https://www.politicallore.com/wp-content/uploads/2023/09/3B815D52-5376-4440-88F3-8B258AED6F0D-700x450.jpeg,False,,38.898205,66f2d1d156d0d97c2451f06deaced5f7
"How this man found a creative way to buy a house, with the help of his friends",Madeleine Wedesweiler,2023-09-28 02:15:00,timezone unknown,https://www.sbs.com.au/news/article/how-this-man-found-a-creative-way-to-buy-a-house-with-the-help-of-his-friends/n0o7p51e7,sbs.com.au,Om Dhungel says it's common for Bhutanese Australians to join together to help each other with work and housing.,"Om Dhungel and a community of Bhutanese refugees in Sydney have teamed up together to help buy houses.
 Source: Supplied
Om Dhungel bought a house in with a loan from Bhutanese friends.
He says it's common for people in the community to loan each other money.
Humanitarian migrants can face many barriers to buying houses in .
Om Dhungel says he'd probably still be struggling to buy a house in now, 25 years after he first arrived, if it wasn't for the help of his friends.
He was born in Bhutan and several years after he moved to in 1998 he was granted asylum as a humanitarian migrant, because of ethnic violence against Nepalese people like him in his hometown.",sbs.com.au,1515,news,AU,en,Madeleine Wedesweiler,https://images.sbs.com.au/dims4/default/e1d3422/2147483647/strip/true/crop/2478x1394+1+0/resize/1280x720!/quality/90/?url=http%3A%2F%2Fsbs-au-brightspot.s3.amazonaws.com%2F63%2F8a%2Ff7d366264742817b54d05cfecae2%2Fom-dhungel.jpg,False,@SBSNews,38.88597,a0b34235e1d2037c0912f92bb2a6b734
Using word 'Bangladeshi' for every migrant worker is dangerous: Justice S Muralidhar,Prashant Jha,2023-09-15 12:45:00,timezone unknown,https://www.barandbench.com/news/using-word-bangladeshi-every-migrant-worker-dangerous-justice-s-muralidhar,barandbench.com,Former Orissa High Court Chief Justice S Muralidhar on Friday cautioned against labeling every migrant worker as 'Bangladeshi'. He said such sweeping generaliza,"He said such sweeping generalizations often lead to unwarranted national security concerns and unjust treatment of immigrants, refugees and asylum seekers.
""The word Bangladeshi for every migrant is a dangerous word from the point of view of the State. Always, the arguments of national security and integrity is put forth and with even greater vehemence in cases of immigrants, refugees and asylum seekers,"" 
Justice Muralidhar said.
He reminded that India has always been a country of migrants and immigrants and that borders are political.",barandbench.com,64118,news,IN,en,Prashant Jha,https://gumlet.assettype.com/barandbench%2Fimport%2F2019%2F01%2FJustice-S.-Muralidhar.jpg?w=1200&auto=format%2Ccompress&ogImage=true&enlarge=true,False,@barandbench,38.87285,385d0ab9d8310f9a6b474647d2674458
